initial_alias,converted_alias,name,description
ILMN_3240326,ENSG00000130414,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]
ILMN_3240349,ENSG00000135175,OCM2,oncomodulin 2 [Source:HGNC Symbol;Acc:HGNC:34396]
ILMN_3240354,ENSG00000235700,CYCSP52,CYCS pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:24393]
ILMN_3240360,ENSG00000231133,HAR1B,highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118]
ILMN_3240365,ENSG00000130675,MNX1,motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]
ILMN_3240370,ENSG00000204922,UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]
ILMN_3240375,ENSG00000242766,IGKV1D-17,immunoglobulin kappa variable 1D-17 [Source:HGNC Symbol;Acc:HGNC:5749]
ILMN_3240389,ENSG00000080819,CPOX,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
ILMN_3240398,None,None,None
ILMN_3240418,None,None,None
ILMN_3240420,ENSG00000184979,USP18,ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]
ILMN_3240446,ENSG00000240445,FOXO3B,forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]
ILMN_3240465,ENSG00000214081,CYP4F30P,"cytochrome P450 family 4 subfamily F member 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:25270]"
ILMN_3240465,ENSG00000239402,CYP4F62P,"cytochrome P450 family 4 subfamily F member 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:39956]"
ILMN_3240470,ENSG00000178662,CSRNP3,cysteine and serine rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]
ILMN_3240475,ENSG00000185986,SDHAP3,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:18781]
ILMN_3240485,None,None,None
ILMN_3240490,ENSG00000284614,AF228730.4,"RNA binding protein, fox-1 homolog (C. elegans) 1 (RBFOX1) pseudogene"
ILMN_3240524,ENSG00000151690,MFSD6,major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
ILMN_3240538,ENSG00000214212,C19orf38,chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]
ILMN_3240541,ENSG00000125746,EML2,EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035]
ILMN_3240557,ENSG00000236966,AL773545.2,novel pseudogene
ILMN_3240583,ENSG00000223638,RFPL4A,ret finger protein like 4A [Source:HGNC Symbol;Acc:HGNC:16449]
ILMN_3240583,ENSG00000229292,RFPL4AL1,ret finger protein like 4A like 1 [Source:HGNC Symbol;Acc:HGNC:45147]
ILMN_3240586,None,None,None
ILMN_3240594,ENSG00000264229,RNU4ATAC,"RNA, U4atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:HGNC:34016]"
ILMN_3240626,None,None,None
ILMN_3240658,None,None,None
ILMN_3240685,ENSG00000114933,INO80D,INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]
ILMN_3240690,ENSG00000176349,AC104129.1,"novel transcript, antisense to MAD1L1"
ILMN_3240705,None,None,None
ILMN_3240715,ENSG00000236017,ASMTL-AS1,ASMTL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25811]
ILMN_3240721,ENSG00000255725,TDGP1,thymine-DNA glycosylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49891]
ILMN_3240730,ENSG00000188725,SMIM15,small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861]
ILMN_3240736,ENSG00000160218,TRAPPC10,trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]
ILMN_3240736,ENSG00000280433,FP565260.6,"novel protein, similar to trafficking protein particle complex 10 TRAPPC10"
ILMN_3240740,ENSG00000100129,EIF3L,eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]
ILMN_3240740,ENSG00000279738,AL022311.1,"novel transcript, sense overlapping to EIF3L"
ILMN_3240754,ENSG00000215373,FAM90A5P,"family with sequence similarity 90 member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:32253]"
ILMN_3240754,ENSG00000233132,FAM90A3P,"family with sequence similarity 90 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:32251]"
ILMN_3240773,ENSG00000140398,NEIL1,nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]
ILMN_3240781,ENSG00000212232,SNORD17,"small nucleolar RNA, C/D box 17 [Source:HGNC Symbol;Acc:HGNC:32713]"
ILMN_3240793,ENSG00000180658,OR2A4,olfactory receptor family 2 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14729]
ILMN_3240824,ENSG00000185352,HS6ST3,heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]
ILMN_3240829,None,None,None
ILMN_3240838,ENSG00000169100,SLC25A6,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]
ILMN_3240848,ENSG00000234741,GAS5,growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]
ILMN_3240883,ENSG00000221459,SNORA11C,"small nucleolar RNA, H/ACA box 11C [Source:HGNC Symbol;Acc:HGNC:33621]"
ILMN_3240888,ENSG00000047662,FAM184B,family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235]
ILMN_3240893,ENSG00000101166,PRELID3B,PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]
ILMN_3240900,None,None,None
ILMN_3240905,None,None,None
ILMN_3240912,ENSG00000125872,LRRN4,leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]
ILMN_3240916,None,None,None
ILMN_3240935,ENSG00000235961,PNMA6A,PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]
ILMN_3240943,None,None,None
ILMN_3240962,ENSG00000198171,DDRGK1,DDRGK domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16110]
ILMN_3240981,ENSG00000224593,AC092427.1,ribosomal protein L21 (RPL21) pseudogene
ILMN_3240986,ENSG00000279168,AC105052.4,"novel transcript, sense overlapping POLR2J2, UPK3BL and RASA4"
ILMN_3240993,ENSG00000236394,AL807752.4,novel transcript
ILMN_3240997,ENSG00000120318,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]"
ILMN_3241005,ENSG00000185156,MFSD6L,major facilitator superfamily domain containing 6 like [Source:HGNC Symbol;Acc:HGNC:26656]
ILMN_3241016,ENSG00000252947,SCARNA1,small Cajal body-specific RNA 1 [Source:HGNC Symbol;Acc:HGNC:32555]
ILMN_3241021,ENSG00000252316,RNY4,"RNA, Ro60-associated Y4 [Source:HGNC Symbol;Acc:HGNC:10244]"
ILMN_3241034,ENSG00000262074,SNORD3B-2,"small nucleolar RNA, C/D box 3B-2 [Source:HGNC Symbol;Acc:HGNC:33190]"
ILMN_3241034,ENSG00000262202,AC007952.4,novel transcript
ILMN_3241034,ENSG00000263934,SNORD3A,"small nucleolar RNA, C/D box 3A [Source:HGNC Symbol;Acc:HGNC:33189]"
ILMN_3241034,ENSG00000264940,SNORD3C,"small nucleolar RNA, C/D box 3C [Source:HGNC Symbol;Acc:HGNC:33191]"
ILMN_3241034,ENSG00000265185,SNORD3B-1,"small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:HGNC:10168]"
ILMN_3241034,ENSG00000277947,SNORD3D,"small nucleolar RNA, C/D box 3D [Source:HGNC Symbol;Acc:HGNC:33192]"
ILMN_3241034,ENSG00000281000,SNORD3D,"small nucleolar RNA, C/D box 3D [Source:HGNC Symbol;Acc:HGNC:33192]"
ILMN_3241036,ENSG00000201643,SNORA14A,"small nucleolar RNA, H/ACA box 14A [Source:HGNC Symbol;Acc:HGNC:32602]"
ILMN_3241041,ENSG00000204954,C12orf73,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]
ILMN_3241046,ENSG00000185697,MYBL1,MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]
ILMN_3241051,ENSG00000146677,AC004453.1,ribosomal protein L32 (RPL32) pseudogene
ILMN_3241076,None,None,None
ILMN_3241081,ENSG00000229891,LINC01315,long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]
ILMN_3241091,ENSG00000157600,TMEM164,transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]
ILMN_3241099,ENSG00000113391,FAM172A,family with sequence similarity 172 member A [Source:HGNC Symbol;Acc:HGNC:25365]
ILMN_3241104,ENSG00000253279,LINC02209,long intergenic non-protein coding RNA 2209 [Source:HGNC Symbol;Acc:HGNC:27827]
ILMN_3241118,ENSG00000213385,AC105052.2,ribosomal protein L7a (RPL7A) pseudogene
ILMN_3241118,ENSG00000222011,FAM185A,family with sequence similarity 185 member A [Source:HGNC Symbol;Acc:HGNC:22412]
ILMN_3241127,None,None,None
ILMN_3241136,ENSG00000161939,RNASEK-C17orf49,RNASEK-C17orf49 readthrough [Source:HGNC Symbol;Acc:HGNC:44419]
ILMN_3241136,ENSG00000219200,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
ILMN_3241136,ENSG00000258315,C17orf49,chromosome 17 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28737]
ILMN_3241139,ENSG00000101361,NOP56,NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]
ILMN_3241139,ENSG00000212498,SNORD86,"small nucleolar RNA, C/D box 86 [Source:HGNC Symbol;Acc:HGNC:32745]"
ILMN_3241139,ENSG00000226572,SNORD57,"small nucleolar RNA, C/D box 57 [Source:HGNC Symbol;Acc:HGNC:10207]"
ILMN_3241139,ENSG00000229686,SNORD56,"small nucleolar RNA, C/D box 56 [Source:HGNC Symbol;Acc:HGNC:10206]"
ILMN_3241140,ENSG00000207181,SNORA14B,"small nucleolar RNA, H/ACA box 14B [Source:HGNC Symbol;Acc:HGNC:32603]"
ILMN_3241154,ENSG00000286941,AC244250.4,novel transcript
ILMN_3241164,ENSG00000119537,KDSR,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021]
ILMN_3241169,ENSG00000163832,ELP6,elongator acetyltransferase complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25976]
ILMN_3241173,None,None,None
ILMN_3241201,None,None,None
ILMN_3241212,ENSG00000160072,ATAD3B,ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]
ILMN_3241218,ENSG00000001629,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
ILMN_3241234,ENSG00000237632,S100A11P1,S100 calcium binding protein A11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10491]
ILMN_3241237,ENSG00000212864,RNF208,ring finger protein 208 [Source:HGNC Symbol;Acc:HGNC:25420]
ILMN_3241240,None,None,None
ILMN_3241250,ENSG00000166676,TVP23A,trans-golgi network vesicle protein 23 homolog A [Source:HGNC Symbol;Acc:HGNC:20398]
ILMN_3241254,ENSG00000248690,HAS2-AS1,HAS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34340]
ILMN_3241257,ENSG00000058600,POLR3E,RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]
ILMN_3241282,ENSG00000173809,TDRD12,tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]
ILMN_3241292,ENSG00000140992,PDPK1,3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]
ILMN_3241292,ENSG00000205918,PDPK2P,"3-phosphoinositide dependent protein kinase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49897]"
ILMN_3241303,ENSG00000204887,KRTAP1-4,keratin associated protein 1-4 [Source:HGNC Symbol;Acc:HGNC:18904]
ILMN_3241309,None,None,None
ILMN_3241332,ENSG00000130772,MED18,mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]
ILMN_3241350,ENSG00000215372,ZNF705G,zinc finger protein 705G [Source:HGNC Symbol;Acc:HGNC:37134]
ILMN_3241354,ENSG00000274376,ADAMTS7P1,ADAMTS7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49407]
ILMN_3241373,ENSG00000238835,SCARNA18,small Cajal body-specific RNA 18 [Source:HGNC Symbol;Acc:HGNC:32559]
ILMN_3241378,ENSG00000243970,PPIEL,peptidylprolyl isomerase E like pseudogene [Source:HGNC Symbol;Acc:HGNC:33195]
ILMN_3241396,None,None,None
ILMN_3241411,ENSG00000215371,DEFB108C,defensin beta 108C [Source:HGNC Symbol;Acc:HGNC:30847]
ILMN_3241411,ENSG00000229907,DEFB108A,defensin beta 108A [Source:HGNC Symbol;Acc:HGNC:18089]
ILMN_3241426,ENSG00000243711,RPL21P116,ribosomal protein L21 pseudogene 116 [Source:HGNC Symbol;Acc:HGNC:36101]
ILMN_3241441,ENSG00000162591,MEGF6,multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]
ILMN_3241446,ENSG00000177989,ODF3B,outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]
ILMN_3241462,ENSG00000242299,AC073861.1,ribosomal protein S18 (RPS18) pseudogene
ILMN_3241469,None,None,None
ILMN_3241510,ENSG00000174013,FBXO45,F-box protein 45 [Source:HGNC Symbol;Acc:HGNC:29148]
ILMN_3241524,ENSG00000231925,TAPBP,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]
ILMN_3241524,ENSG00000236104,ZBTB22,zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:HGNC:13085]
ILMN_3241563,None,None,None
ILMN_3241568,None,None,None
ILMN_3241578,None,None,None
ILMN_3241598,ENSG00000226624,AC005099.1,ribosomal protein L13a (RPL13A) pseudogene
ILMN_3241607,None,None,None
ILMN_3241612,None,None,None
ILMN_3241626,ENSG00000186867,QRFPR,pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]
ILMN_3241626,ENSG00000207148,AC093867.1,None
ILMN_3241634,ENSG00000205449,NBPF22P,"NBPF member 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:28731]"
ILMN_3241644,None,None,None
ILMN_3241657,ENSG00000131634,TMEM204,transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]
ILMN_3241670,ENSG00000221883,ARIH2OS,ariadne RBR E3 ubiquitin protein ligase 2 opposite strand [Source:HGNC Symbol;Acc:HGNC:34425]
ILMN_3241690,ENSG00000261272,MUC22,mucin 22 [Source:HGNC Symbol;Acc:HGNC:39755]
ILMN_3241692,ENSG00000204520,MICA,MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]
ILMN_3241707,None,None,None
ILMN_3241725,ENSG00000277561,GOLGA8IP,"golgin A8 family member I, pseudogene [Source:HGNC Symbol;Acc:HGNC:26660]"
ILMN_3241729,ENSG00000229847,EMX2OS,EMX2 opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:18511]
ILMN_3241739,None,None,None
ILMN_3241750,ENSG00000205089,CCNI2,cyclin I family member 2 [Source:HGNC Symbol;Acc:HGNC:33869]
ILMN_3241756,ENSG00000232654,FAM136BP,"family with sequence similarity 136 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:21110]"
ILMN_3241758,ENSG00000188219,POTEE,POTE ankyrin domain family member E [Source:HGNC Symbol;Acc:HGNC:33895]
ILMN_3241758,ENSG00000196604,POTEF,POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]
ILMN_3241758,ENSG00000222038,POTEJ,POTE ankyrin domain family member J [Source:HGNC Symbol;Acc:HGNC:37094]
ILMN_3241783,None,None,None
ILMN_3241798,ENSG00000114942,EEF1B2,eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]
ILMN_3241798,ENSG00000207047,SNORD51,"small nucleolar RNA, C/D box 51 [Source:HGNC Symbol;Acc:HGNC:10201]"
ILMN_3241798,ENSG00000207406,SNORA41,"small nucleolar RNA, H/ACA box 41 [Source:HGNC Symbol;Acc:HGNC:32634]"
ILMN_3241798,ENSG00000281780,AC007383.5,None
ILMN_3241803,ENSG00000224078,SNHG14,small nucleolar RNA host gene 14 [Source:HGNC Symbol;Acc:HGNC:37462]
ILMN_3241803,ENSG00000279192,PWAR5,Prader Willi/Angelman region RNA 5 [Source:HGNC Symbol;Acc:HGNC:30090]
ILMN_3241818,None,None,None
ILMN_3241834,ENSG00000137970,RPL7P9,ribosomal protein L7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37028]
ILMN_3241834,ENSG00000147604,RPL7,ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]
ILMN_3241834,ENSG00000184612,RPL7P26,ribosomal protein L7 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36630]
ILMN_3241834,ENSG00000214485,RPL7P1,ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]
ILMN_3241834,ENSG00000227663,RPL7P2,ribosomal protein L7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16336]
ILMN_3241834,ENSG00000231006,RPL7P32,ribosomal protein L7 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:35692]
ILMN_3241834,ENSG00000235045,RPL7P8,ribosomal protein L7 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35914]
ILMN_3241834,ENSG00000241458,RPL7P19,ribosomal protein L7 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36268]
ILMN_3241834,ENSG00000254252,RPL7P20,ribosomal protein L7 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36013]
ILMN_3241848,ENSG00000189091,SF3B3,splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]
ILMN_3241848,ENSG00000221514,SNORD111B,"small nucleolar RNA, C/D box 111B [Source:HGNC Symbol;Acc:HGNC:33579]"
ILMN_3241853,ENSG00000182841,RRP7BP,"ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]"
ILMN_3241856,ENSG00000204745,AC083899.1,anaphase promoting complex subunit 1 (ANAPC1) pseudogene
ILMN_3241870,ENSG00000126391,FRMD8,FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]
ILMN_3241878,ENSG00000210678,RNU6ATAC2P,"RNA, U6atac small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:34092]"
ILMN_3241878,ENSG00000221676,RNU6ATAC,"RNA, U6atac small nuclear (U12-dependent splicing) [Source:HGNC Symbol;Acc:HGNC:34017]"
ILMN_3241899,None,None,None
ILMN_3241904,ENSG00000117643,MAN1C1,mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]
ILMN_3241912,ENSG00000230021,AL669831.3,septin 14 (SEPT14) pseudogene
ILMN_3241912,ENSG00000237094,AL732372.2,pseudogene similar to part of septin 14 SEPT14
ILMN_3241912,ENSG00000238009,AL627309.1,novel transcript
ILMN_3241912,ENSG00000250765,AC138035.2,novel transcript
ILMN_3241912,ENSG00000254468,AC069287.1,novel transcript
ILMN_3241912,ENSG00000260923,LINC02193,long intergenic non-protein coding RNA 2193 [Source:HGNC Symbol;Acc:HGNC:53055]
ILMN_3241941,ENSG00000270066,AL356488.2,small Cajal body-specific RNA 2
ILMN_3241941,ENSG00000278249,SCARNA2,small Cajal body-specific RNA 2 [Source:HGNC Symbol;Acc:HGNC:32558]
ILMN_3241944,ENSG00000237125,HAND2-AS1,HAND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48872]
ILMN_3241953,ENSG00000134864,GGACT,gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100]
ILMN_3241957,ENSG00000180902,D2HGDH,D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]
ILMN_3241970,ENSG00000228049,POLR2J2,RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]
ILMN_3241970,ENSG00000267645,AC105052.3,"novel protein, POLR2J2-UPK3BL readthrough"
ILMN_3241979,ENSG00000185475,TMEM179B,transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]
ILMN_3241979,ENSG00000284535,MIR6748,microRNA 6748 [Source:HGNC Symbol;Acc:HGNC:50141]
ILMN_3241993,ENSG00000144713,RPL32,ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]
ILMN_3241993,ENSG00000207496,SNORA7A,"small nucleolar RNA, H/ACA box 7A [Source:HGNC Symbol;Acc:HGNC:32592]"
ILMN_3241996,ENSG00000026652,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]
ILMN_3242008,ENSG00000164002,EXO5,exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115]
ILMN_3242011,ENSG00000114978,MOB1A,MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]
ILMN_3242016,ENSG00000188219,POTEE,POTE ankyrin domain family member E [Source:HGNC Symbol;Acc:HGNC:33895]
ILMN_3242016,ENSG00000196834,POTEI,POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]
ILMN_3242038,ENSG00000164294,GPX8,glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]
ILMN_3242048,ENSG00000188611,ASAH2,N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]
ILMN_3242048,ENSG00000204147,ASAH2B,N-acylsphingosine amidohydrolase 2B [Source:HGNC Symbol;Acc:HGNC:23456]
ILMN_3242059,ENSG00000203908,KHDC3L,"KH domain containing 3 like, subcortical maternal complex member [Source:HGNC Symbol;Acc:HGNC:33699]"
ILMN_3242067,ENSG00000249020,SNORA58,"small nucleolar RNA, H/ACA box 58 [Source:HGNC Symbol;Acc:HGNC:32652]"
ILMN_3242077,None,None,None
ILMN_3242086,ENSG00000164096,C4orf3,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
ILMN_3242091,ENSG00000235106,BRD3OS,BRD3 opposite strand [Source:HGNC Symbol;Acc:HGNC:24742]
ILMN_3242105,ENSG00000150551,LYPD1,LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]
ILMN_3242120,ENSG00000219703,RAP1BP3,"RAP1B, member of RAS oncogene family pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49782]"
ILMN_3242120,ENSG00000254893,AC113404.3,"RAP1B, member of RAS oncogene family pseudogene"
ILMN_3242130,ENSG00000266256,LINC00683,long intergenic non-protein coding RNA 683 [Source:HGNC Symbol;Acc:HGNC:44467]
ILMN_3242137,ENSG00000149443,C20orf78,chromosome 20 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:16210]
ILMN_3242139,ENSG00000214776,AC092821.2,alpha-2-macroglobulin like 1 pseudogene
ILMN_3242144,ENSG00000110321,EIF4G2,eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]
ILMN_3242144,ENSG00000238622,SNORD97,"small nucleolar RNA, C/D box 97 [Source:HGNC Symbol;Acc:HGNC:32760]"
ILMN_3242152,None,None,None
ILMN_3242156,None,None,None
ILMN_3242166,None,None,None
ILMN_3242176,ENSG00000144357,UBR3,ubiquitin protein ligase E3 component n-recognin 3 [Source:HGNC Symbol;Acc:HGNC:30467]
ILMN_3242186,ENSG00000198221,AFDN-DT,AFDN divergent transcript [Source:HGNC Symbol;Acc:HGNC:21236]
ILMN_3242205,ENSG00000163655,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
ILMN_3242211,ENSG00000177854,TMEM187,transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705]
ILMN_3242223,None,None,None
ILMN_3242226,ENSG00000223417,TRIM49D1,tripartite motif containing 49D1 [Source:HGNC Symbol;Acc:HGNC:43973]
ILMN_3242226,ENSG00000233802,TRIM49D2,tripartite motif containing 49D2 [Source:HGNC Symbol;Acc:HGNC:37217]
ILMN_3242234,ENSG00000235280,MCF2L-AS1,MCF2L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39825]
ILMN_3242238,None,None,None
ILMN_3242248,ENSG00000164142,FAM160A1,family with sequence similarity 160 member A1 [Source:HGNC Symbol;Acc:HGNC:34237]
ILMN_3242253,ENSG00000198416,ZNF658B,zinc finger protein 658B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32033]
ILMN_3242271,ENSG00000175857,GAPT,"GRB2 binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]"
ILMN_3242288,ENSG00000035681,NSMAF,neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ILMN_3242288,ENSG00000196656,AC004057.1,ribosomal protein S26 (RPS26) pseudogene
ILMN_3242288,ENSG00000196933,RPS26P11,ribosomal protein S26 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31817]
ILMN_3242288,ENSG00000197728,RPS26,ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]
ILMN_3242288,ENSG00000204652,RPS26P8,ribosomal protein S26 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31329]
ILMN_3242288,ENSG00000212829,RPS26P3,ribosomal protein S26 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23411]
ILMN_3242288,ENSG00000212994,RPS26P6,ribosomal protein S26 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:31090]
ILMN_3242288,ENSG00000219993,AL138878.1,ribosomal protein S26 pseudogene
ILMN_3242288,ENSG00000223416,RPS26P15,ribosomal protein S26 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35680]
ILMN_3242288,ENSG00000224356,AL356966.1,novel transcript
ILMN_3242288,ENSG00000224553,AC008065.1,ribosomal protein S26 (RPS26) pseudogene
ILMN_3242288,ENSG00000225071,AC004552.1,ribosomal protein S26 (RPS26) pseudogene
